!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(_WIN32),
def(WSDEBUG_TRACE),
True,
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(DEBUG),
def(PROTO),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
