def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(PROTO),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG),
True,
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(NO_CONSOLE),
