!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(_WIN32),
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(PROTO),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(__MINT__),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
