def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_CLIPBOARD),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
