def(WSDEBUG_SENSE),
True,
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(DEBUG),
def(NBDEBUG),
