def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
True,
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(PROTO),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
