def(NBDEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
True,
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(MAIN),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
