(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(RISCOS),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_GUI),
!def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_GUI_MOTIF),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(EBCDIC),
!def(FEAT_BEVAL),
True,
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(WIN64),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_MOTIF),
def(WIN64),
