def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(__BORLANDC__),
True,
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_GUI_GTK),
