def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
True,
def(DEBUG),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_RIGHTLEFT),
def(PROTO),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
!def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
