!def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
