!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
True,
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(PROTO),
