def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(MAIN),
def(_WIN32),
def(__MINT__),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WIN32),
!def(FEAT_GUI_W32),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(INET_SOCKETS),
