def(FEAT_RIGHTLEFT),
def(DEBUG),
def(UNIX),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FLOAT),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(UNIX),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(FEAT_GUI_W32),
True,
def(MAIN),
def(FEAT_BEVAL_GUI),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(NBDEBUG),
def(WSDEBUG),
def(INET_SOCKETS),
def(WIN32),
def(PROTO),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
