def(FEAT_TERMRESPONSE),
True,
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(WIN32),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_GUI_W32),
def(__MINT__),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
