def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(NBDEBUG),
True,
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(PROTO),
