!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(NBDEBUG),
True,
!def(INET_SOCKETS),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(WIN32),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
