!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(PROTO),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(NBDEBUG),
True,
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
