def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(__MINT__),
def(LESSTIF_VERSION),
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI_W32),
True,
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
def(MAIN),
def(FEAT_TOOLBAR),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(_WIN32),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
