def(FEAT_BEVAL_GUI),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
True,
def(MAIN),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(_WIN32),
def(__MINT__),
def(INET_SOCKETS),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(PROTO),
!def(FEAT_GUI_W32),
