def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
True,
def(WSDEBUG),
def(LESSTIF_VERSION),
def(DEBUG),
def(WIN32),
def(FEAT_FKMAP),
def(NBDEBUG),
def(_WIN32),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
