def(INET_SOCKETS),
True,
!def(INET_SOCKETS),
!def(PROTO),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(MAIN),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
