def(FEAT_CLIPBOARD),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_EMACS_TAGS),
!def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
