def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
!def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(PROTO),
def(WSDEBUG),
def(NBDEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
!def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
def(FEAT_GUI),
!def(FEAT_MBYTE),
True,
