def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(NO_CONSOLE),
def(DEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
True,
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
