!def(EBCDIC),
!def(WIN64),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_MOTIF),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(DEBUG),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(EBCDIC),
!def(RISCOS),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
True,
!def(FEAT_GUI_MOTIF),
def(FEAT_TERMRESPONSE),
def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(NBDEBUG),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
