def(PROTO),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(PROTO),
True,
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(DEBUG),
