def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(MAIN),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(_WIN32),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
True,
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
