!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
True,
