def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_GUI_W32),
(!def(PROTO)&!def(__BORLANDC__)),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(FEAT_TOOLBAR),
(!def(FEAT_BEVAL)&def(NOIME)),
True,
def(FEAT_BEVAL),
def(FEAT_DND),
(def(FEAT_GUI_GTK)&def(FEAT_BEVAL)),
def(FEAT_TERMRESPONSE),
!def(EBCDIC),
!def(RISCOS),
(def(FEAT_BEVAL)&!def(FEAT_GUI_GTK)&(!def(FEAT_GUI_GTK)|!def(FEAT_BEVAL))),
!def(FEAT_GUI_W32),
def(EBCDIC),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
