def(FEAT_FKMAP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_EMACS_TAGS),
!def(PROTO),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
!def(FEAT_EMACS_TAGS),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG),
