def(PROTO),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_GUI),
def(WIN32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_PROFILE),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
True,
def(MAIN),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
