!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(MCH_WRITE_DUMP),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
