def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_TOOLBAR),
True,
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(PROTO),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
