def(MCH_WRITE_DUMP),
def(DEBUG),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(WSDEBUG),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
