def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(DEBUG),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(NBDEBUG),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
True,
!def(PROTO),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
