def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
True,
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
