def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
True,
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(PROTO),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
