def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
True,
!def(FEAT_BEVAL),
def(WSDEBUG),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
