def(PROTO),
def(WIN32),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_TOOLBAR),
def(_WIN32),
True,
def(INET_SOCKETS),
def(FEAT_GUI),
