(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(LESSTIF_VERSION),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(JUMPLIST_ROTATE),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(DEBUG),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(WIN64),
!def(WIN64),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(FEAT_BEVAL),
!def(FEAT_GUI_MOTIF),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(EBCDIC),
def(FEAT_GUI_MOTIF),
True,
def(EBCDIC),
