def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WIN32),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
def(__MINT__),
def(FEAT_GUI_W32),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(PROTO),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI),
def(MAIN),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
