!def(PROTO),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
True,
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
