def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(PROTO),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(MCH_WRITE_DUMP),
def(WSDEBUG),
!def(NO_CONSOLE),
def(DEBUG),
!def(INET_SOCKETS),
