!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(PROTO),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(LESSTIF_VERSION),
def(__MINT__),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
