def(NBDEBUG),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(DEBUG),
def(MAIN),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
True,
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
