def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
True,
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_MBYTE),
def(DEBUG),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
!def(PROTO),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
