def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(DEBUG),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(INET_SOCKETS),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
