def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(FEAT_EMACS_TAGS),
!def(FEAT_EMACS_TAGS),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(NBDEBUG),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
