!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
True,
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(NBDEBUG),
def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
