!def(PROTO),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_MBYTE),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
True,
def(NBDEBUG),
