!def(RISCOS),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(PROTO),
def(PROTO),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
True,
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
def(RISCOS),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
