def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_EMACS_TAGS),
def(MCH_WRITE_DUMP),
True,
def(JUMPLIST_ROTATE),
def(FEAT_EMACS_TAGS),
def(DEBUG),
def(PROTO),
!def(PROTO),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
