def(FEAT_RIGHTLEFT),
def(NBDEBUG),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
True,
def(__BORLANDC__),
def(WSDEBUG),
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
