def(WSDEBUG_SENSE),
!def(PROTO),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
True,
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
