def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(_WIN32),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(WIN32),
def(__MINT__),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_TOOLBAR),
