def(WSDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
True,
def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
!def(PROTO),
