def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(PROTO),
def(DEBUG),
!def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
