!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(WIN32),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
def(PROTO),
