def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(PROTO),
True,
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_GUI_W32),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(FEAT_BEVAL),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
