def(MAIN),
True,
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(WIN32),
def(JUMPLIST_ROTATE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
