(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(PROTO),
True,
def(FEAT_PROFILE),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(__MINT__),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(WIN32),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(MAIN),
def(_WIN32),
