def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
True,
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(PROTO),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_BEVAL),
