def(MAIN),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(PROTO),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_GUI),
def(NBDEBUG),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(WSDEBUG),
